trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
WIL_216_V7,14:04:29,14:14:56,90209,8,0,0
WIL_216_V7,14:17:49,14:16:14,90210,9,0,0
WIL_216_V7,14:12:01,14:09:53,90211,10,0,0
WIL_216_V7,14:09:15,14:18:31,90212,11,0,0
WIL_216_V7,14:18:39,14:19:49,90213,12,0,0
WIL_216_V7,14:16:06,14:09:38,90214,13,0,0
WIL_216_V7,14:24:33,14:17:19,90215,14,0,0
WIL_216_V7,14:18:21,14:24:46,90216,15,0,0
WIL_216_V7,14:28:43,14:14:59,90217,17,0,0
WIL_216_V7,14:30:08,14:30:47,90406,21,0,0
WIL_218_V6,14:53:17,14:51:23,90203,1,0,0
WIL_218_V6,14:52:11,14:51:25,90204,5,0,0
WIL_218_V6,14:59:20,14:57:38,90205,7,0,0
WIL_218_V6,15:00:41,15:04:59,90206,9,0,0
WIL_218_V6,15:08:10,15:11:33,90207,11,0,0
WIL_218_V6,15:05:32,15:09:52,90209,14,0,0
WIL_218_V6,15:05:04,15:16:27,90210,15,0,0
WIL_218_V6,15:17:44,15:06:13,90211,16,0,0
WIL_218_V6,15:20:44,15:19:22,90212,17,0,0
WIL_218_V6,15:10:15,15:12:19,90213,18,0,0
WIL_218_V6,15:18:02,15:23:19,90214,19,0,0
WIL_218_V6,15:21:09,15:14:27,90215,20,0,0
WIL_218_V6,15:19:46,15:17:54,90216,21,0,0
WIL_218_V6,15:28:20,15:27:31,90217,23,0,0
WIL_218_V6,15:32:21,15:32:30,90406,27,0,0
WIL_218_V7,14:46:31,14:45:17,90203,1,0,0
WIL_218_V7,14:49:00,15:02:11,90204,5,0,0
WIL_218_V7,14:58:21,15:03:31,90205,7,0,0
WIL_218_V7,15:07:57,15:04:02,90206,9,0,0
WIL_218_V7,14:59:23,15:07:08,90207,11,0,0
WIL_218_V7,15:14:56,15:06:46,90209,14,0,0
WIL_218_V7,15:11:17,15:11:15,90210,15,0,0
WIL_218_V7,15:08:34,15:15:09,90211,16,0,0
WIL_218_V7,15:16:45,15:14:31,90212,17,0,0
WIL_218_V7,15:08:56,15:17:50,90213,18,0,0
WIL_218_V7,15:10:07,15:18:51,90214,19,0,0
WIL_218_V7,15:18:25,15:14:04,90215,20,0,0
WIL_218_V7,15:25:46,15:17:48,90216,21,0,0
WIL_218_V7,15:18:35,15:14:43,90217,23,0,0
WIL_218_V7,15:28:26,15:24:05,90406,27,0,0
WIL_220_V5,06:08:08,06:11:38,90203,1,0,0
WIL_220_V5,06:23:02,06:24:14,90204,5,0,0
WIL_220_V5,06:30:41,06:19:39,90205,7,0,0
WIL_220_V5,06:20:40,06:33:59,90206,9,0,0
WIL_220_V5,06:31:05,06:25:41,90207,11,0,0
WIL_220_V5,06:28:31,06:35:42,90208,12,0,0
WIL_220_V5,06:37:02,06:41:31,90209,14,0,0
WIL_220_V5,06:44:18,06:31:22,90210,15,0,0
WIL_220_V5,06:38:53,06:41:49,90211,16,0,0
WIL_220_V5,06:40:17,06:45:13,90212,17,0,0
WIL_220_V5,06:43:13,06:42:21,90213,18,0,0
WIL_220_V5,06:45:28,06:38:33,90214,19,0,0
WIL_220_V5,06:48:20,06:46:48,90215,20,0,0
WIL_220_V5,06:52:26,06:51:46,90216,21,0,0
WIL_220_V5,06:45:08,06:55:07,90217,23,0,0
WIL_220_V5,07:02:40,07:04:33,90406,27,0,0
WIL_220_V6,16:05:58,16:01:31,90205,1,0,0
WIL_220_V6,15:57:51,15:59:48,90206,3,0,0
WIL_220_V6,15:58:05,16:09:31,90207,5,0,0
WIL_220_V6,16:01:05,16:04:40,90208,6,0,0
WIL_220_V6,16:08:40,16:10:23,90209,8,0,0
WIL_220_V6,16:13:32,16:03:15,90210,9,0,0
WIL_220_V6,16:09:10,16:06:40,90211,10,0,0
WIL_220_V6,16:10:19,16:14:24,90212,11,0,0
WIL_220_V6,16:20:07,16:09:52,90213,12,0,0
WIL_220_V6,16:17:15,16:12:11,90214,13,0,0
WIL_220_V6,16:18:19,16:21:39,90215,14,0,0
WIL_220_V6,16:19:59,16:19:41,90216,15,0,0
WIL_220_V6,16:17:58,16:15:54,90217,17,0,0
WIL_220_V6,16:34:19,16:27:03,90406,21,0,0
WIL_220_V7,16:00:21,16:05:33,90205,1,0,0
WIL_220_V7,16:01:16,15:56:02,90206,3,0,0
WIL_220_V7,15:59:23,16:07:33,90207,5,0,0
WIL_220_V7,16:06:29,16:01:34,90208,6,0,0
WIL_220_V7,16:08:22,16:03:50,90209,8,0,0
WIL_220_V7,16:10:01,16:04:59,90210,9,0,0
WIL_220_V7,16:09:05,16:19:52,90211,10,0,0
WIL_220_V7,16:13:35,16:20:53,90212,11,0,0
WIL_220_V7,16:08:46,16:14:56,90213,12,0,0
WIL_220_V7,16:16:37,16:19:05,90214,13,0,0
WIL_220_V7,16:19:37,16:13:16,90215,14,0,0
WIL_220_V7,16:22:32,16:24:43,90216,15,0,0
WIL_220_V7,16:23:00,16:18:54,90217,17,0,0
WIL_220_V7,16:37:53,16:27:14,90406,21,0,0
WIL_222_V6,16:41:30,16:48:32,90203,1,0,0
WIL_222_V6,17:02:28,16:57:58,90204,5,0,0
WIL_222_V6,16:56:48,17:03:45,90205,7,0,0
WIL_222_V6,17:05:41,17:03:02,90206,9,0,0
WIL_222_V6,17:08:08,17:08:51,90207,11,0,0
WIL_222_V6,17:10:32,17:15:24,90209,14,0,0
WIL_222_V6,17:12:38,17:15:48,90210,15,0,0
WIL_222_V6,17:15:28,17:15:37,90211,16,0,0
WIL_222_V6,17:09:21,17:13:01,90212,17,0,0
WIL_222_V6,17:08:00,17:09:57,90213,18,0,0
WIL_222_V6,17:23:00,17:21:36,90214,19,0,0
WIL_222_V6,17:20:23,17:23:16,90215,20,0,0
WIL_222_V6,17:20:09,17:22:59,90216,21,0,0
WIL_222_V6,17:16:19,17:22:51,90217,23,0,0
WIL_222_V6,17:36:47,17:30:20,90406,27,0,0
WIL_222_V7,16:49:35,16:53:53,90203,1,0,0
WIL_222_V7,16:54:07,16:48:40,90204,5,0,0
WIL_222_V7,17:04:14,16:53:01,90205,7,0,0
WIL_222_V7,17:08:05,17:08:06,90206,9,0,0
WIL_222_V7,17:00:01,17:00:24,90207,11,0,0
WIL_222_V7,17:07:01,17:01:34,90209,14,0,0
WIL_222_V7,17:04:58,17:16:46,90210,15,0,0
WIL_222_V7,17:06:58,17:14:37,90211,16,0,0
WIL_222_V7,17:13:21,17:12:32,90212,17,0,0
WIL_222_V7,17:16:55,17:20:34,90213,18,0,0
WIL_222_V7,17:16:12,17:09:15,90214,19,0,0
WIL_222_V7,17:20:20,17:19:34,90215,20,0,0
WIL_222_V7,17:18:22,17:22:09,90216,21,0,0
WIL_222_V7,17:17:17,17:22:35,90217,23,0,0
WIL_222_V7,17:25:02,17:31:41,90406,27,0,0
WIL_224_V6,17:55:38,17:54:38,90205,1,0,0
WIL_224_V6,18:02:06,18:07:43,90206,3,0,0
WIL_224_V6,18:08:41,18:02:30,90207,5,0,0
WIL_224_V6,18:09:19,18:09:00,90208,6,0,0
WIL_224_V6,18:06:46,18:04:46,90209,8,0,0
WIL_224_V6,18:17:27,18:14:02,90210,9,0,0
WIL_224_V6,18:10:15,18:18:14,90211,10,0,0
WIL_224_V6,18:06:50,18:20:36,90212,11,0,0
WIL_224_V6,18:14:28,18:08:49,90213,12,0,0
WIL_224_V6,18:13:37,18:20:21,90214,13,0,0
WIL_224_V6,18:22:56,18:19:27,90215,14,0,0
WIL_224_V6,18:22:54,18:25:34,90216,15,0,0
WIL_224_V6,18:16:30,18:22:12,90217,17,0,0
WIL_224_V6,18:29:34,18:32:22,90406,21,0,0
WIL_224_V7,17:59:18,17:51:44,90205,1,0,0
WIL_224_V7,18:06:05,17:54:24,90206,3,0,0
WIL_224_V7,18:06:01,18:07:53,90207,5,0,0
WIL_224_V7,17:59:07,18:09:53,90208,6,0,0
WIL_224_V7,18:05:33,18:11:49,90209,8,0,0
WIL_224_V7,18:15:39,18:11:40,90210,9,0,0
WIL_224_V7,18:12:42,18:19:58,90211,10,0,0
WIL_224_V7,18:15:07,18:12:28,90212,11,0,0
WIL_224_V7,18:17:53,18:10:32,90213,12,0,0
WIL_224_V7,18:16:18,18:15:23,90214,13,0,0
WIL_224_V7,18:13:00,18:25:32,90215,14,0,0
WIL_224_V7,18:15:59,18:13:42,90216,15,0,0
WIL_224_V7,18:26:54,18:26:10,90217,17,0,0
WIL_224_V7,18:26:58,18:23:19,90406,21,0,0
WIL_226_V6,18:43:44,18:48:24,90203,1,0,0
WIL_226_V6,18:49:44,18:53:06,90204,5,0,0
WIL_226_V6,18:58:33,19:04:30,90205,7,0,0
WIL_226_V6,18:58:17,19:06:51,90206,9,0,0
WIL_226_V6,18:58:40,19:10:18,90207,11,0,0
WIL_226_V6,19:10:20,19:04:36,90209,14,0,0
WIL_226_V6,19:11:52,19:11:19,90210,15,0,0
WIL_226_V6,19:16:23,19:15:57,90211,16,0,0
WIL_226_V6,19:18:46,19:11:23,90212,17,0,0
WIL_226_V6,19:20:25,19:13:29,90213,18,0,0
WIL_226_V6,19:10:29,19:09:34,90214,19,0,0
WIL_226_V6,19:23:20,19:19:02,90215,20,0,0
WIL_226_V6,19:21:21,19:12:17,90216,21,0,0
WIL_226_V6,19:14:51,19:28:35,90217,23,0,0
WIL_226_V6,19:31:15,19:33:12,90406,27,0,0
WIL_226_V7,18:49:34,18:41:41,90203,1,0,0
WIL_226_V7,18:51:46,18:56:05,90204,5,0,0
WIL_226_V7,19:05:00,18:55:14,90205,7,0,0
WIL_226_V7,19:07:34,19:04:18,90206,9,0,0
WIL_226_V7,19:09:21,19:01:43,90207,11,0,0
WIL_226_V7,19:09:36,19:08:08,90209,14,0,0
WIL_226_V7,19:03:58,19:06:55,90210,15,0,0
WIL_226_V7,19:10:48,19:19:42,90211,16,0,0
WIL_226_V7,19:08:29,19:06:06,90212,17,0,0
WIL_226_V7,19:20:16,19:17:30,90213,18,0,0
WIL_226_V7,19:14:31,19:23:26,90214,19,0,0
WIL_226_V7,19:15:54,19:17:21,90215,20,0,0
WIL_226_V7,19:20:08,19:24:22,90216,21,0,0
WIL_226_V7,19:18:47,19:19:22,90217,23,0,0
WIL_226_V7,19:27:26,19:28:38,90406,27,0,0
WIL_228_V6,19:51:00,19:53:52,90205,1,0,0
WIL_228_V6,19:55:24,20:06:19,90206,3,0,0
WIL_228_V6,19:57:51,20:00:43,90207,5,0,0
WIL_228_V6,20:10:35,20:11:06,90208,6,0,0
WIL_228_V6,20:15:16,20:03:36,90209,8,0,0
WIL_228_V6,20:06:36,20:13:09,90210,9,0,0
WIL_228_V6,20:19:41,20:13:27,90211,10,0,0
WIL_228_V6,20:15:21,20:08:34,90212,11,0,0
WIL_228_V6,20:08:05,20:18:08,90213,12,0,0
WIL_228_V6,20:23:50,20:09:50,90214,13,0,0
WIL_228_V6,20:22:13,20:24:48,90215,14,0,0
WIL_228_V6,20:12:01,20:17:01,90216,15,0,0
WIL_228_V6,20:20:29,20:24:57,90217,17,0,0
WIL_228_V6,20:25:14,20:30:50,90406,21,0,0
WIL_228_V7,19:53:08,19:52:34,90205,1,0,0
WIL_228_V7,19:54:00,19:57:47,90206,3,0,0
WIL_228_V7,19:58:08,20:10:44,90207,5,0,0
WIL_228_V7,20:04:55,20:02:54,90208,6,0,0
WIL_228_V7,20:02:15,20:03:36,90209,8,0,0
WIL_228_V7,20:07:41,20:14:37,90210,9,0,0
WIL_228_V7,20:08:19,20:17:24,90211,10,0,0
WIL_228_V7,20:13:43,20:10:58,90212,11,0,0
WIL_228_V7,20:17:53,20:22:42,90213,12,0,0
WIL_228_V7,20:11:12,20:12:13,90214,13,0,0
WIL_228_V7,20:12:28,20:19:27,90215,14,0,0
WIL_228_V7,20:26:40,20:16:20,90216,15,0,0
WIL_228_V7,20:23:34,20:15:37,90217,17,0,0
WIL_228_V7,20:26:51,20:24:36,90406,21,0,0
WIL_230_V6,20:41:10,20:54:54,90203,1,0,0
WIL_230_V6,20:55:40,20:49:00,90204,5,0,0
WIL_230_V6,20:59:58,20:54:45,90205,7,0,0
WIL_230_V6,21:06:26,21:00:13,90206,9,0,0
WIL_230_V6,21:01:30,21:04:58,90207,11,0,0
WIL_230_V6,21:04:05,21:08:07,90209,14,0,0
WIL_230_V6,21:05:26,21:17:58,90210,15,0,0
WIL_230_V6,21:05:33,21:15:30,90211,16,0,0
WIL_230_V6,21:18:14,21:09:19,90212,17,0,0
WIL_230_V6,21:21:12,21:09:54,90213,18,0,0
WIL_230_V6,21:20:02,21:11:01,90214,19,0,0
WIL_230_V6,21:24:54,21:15:56,90215,20,0,0
WIL_230_V6,21:12:15,21:15:28,90216,21,0,0
WIL_230_V6,21:23:35,21:27:03,90217,23,0,0
WIL_230_V6,21:24:50,21:25:53,90406,27,0,0
WIL_230_V7,20:50:40,20:51:03,90203,1,0,0
WIL_230_V7,20:58:49,20:55:20,90204,5,0,0
WIL_230_V7,20:58:59,20:54:42,90205,7,0,0
WIL_230_V7,20:55:23,21:04:27,90206,9,0,0
WIL_230_V7,21:11:31,21:04:10,90207,11,0,0
WIL_230_V7,21:06:17,21:15:38,90209,14,0,0
WIL_230_V7,21:17:26,21:11:43,90210,15,0,0
WIL_230_V7,21:15:39,21:05:58,90211,16,0,0
WIL_230_V7,21:14:33,21:19:23,90212,17,0,0
WIL_230_V7,21:10:17,21:10:13,90213,18,0,0
WIL_230_V7,21:20:19,21:13:48,90214,19,0,0
WIL_230_V7,21:15:39,21:13:30,90215,20,0,0
WIL_230_V7,21:14:18,21:21:07,90216,21,0,0
WIL_230_V7,21:17:46,21:26:06,90217,23,0,0
WIL_230_V7,21:35:35,21:29:00,90406,27,0,0
WIL_232_V6,21:41:24,21:54:31,90205,1,0,0
WIL_232_V6,21:48:08,21:44:59,90206,3,0,0
WIL_232_V6,22:00:11,21:51:30,90207,5,0,0
WIL_232_V6,21:49:56,21:54:49,90208,6,0,0
WIL_232_V6,21:54:00,21:51:25,90209,8,0,0
WIL_232_V6,21:55:45,21:56:03,90210,9,0,0
WIL_232_V6,22:00:12,22:09:42,90211,10,0,0
WIL_232_V6,22:06:22,21:56:40,90212,11,0,0
WIL_232_V6,22:03:51,22:01:49,90213,12,0,0
WIL_232_V6,22:01:07,22:13:29,90214,13,0,0
WIL_232_V6,22:07:46,22:01:26,90215,14,0,0
WIL_232_V6,22:10:04,22:14:04,90216,15,0,0
WIL_232_V6,22:04:24,22:08:18,90217,17,0,0
WIL_232_V6,22:13:26,22:21:12,90406,21,0,0
WIL_232_V7,21:44:56,21:50:59,90205,1,0,0
WIL_232_V7,21:57:11,21:57:38,90206,3,0,0
WIL_232_V7,21:48:46,21:47:29,90207,5,0,0
WIL_232_V7,22:00:09,21:59:27,90208,6,0,0
WIL_232_V7,21:59:26,21:58:50,90209,8,0,0
WIL_232_V7,22:06:29,22:00:17,90210,9,0,0
WIL_232_V7,22:09:26,22:06:19,90211,10,0,0
WIL_232_V7,22:03:56,22:08:17,90212,11,0,0
WIL_232_V7,22:08:51,22:12:27,90213,12,0,0
WIL_232_V7,22:00:39,22:11:51,90214,13,0,0
WIL_232_V7,22:02:22,22:01:51,90215,14,0,0
WIL_232_V7,22:11:21,22:02:18,90216,15,0,0
WIL_232_V7,22:17:17,22:17:03,90217,17,0,0
WIL_232_V7,22:15:29,22:24:12,90406,21,0,0
WIL_2372_V5,15:53:43,15:43:13,90205,1,0,0
WIL_2372_V5,15:59:14,15:55:31,90206,3,0,0
WIL_2372_V5,15:54:11,15:59:48,90207,5,0,0
WIL_2372_V5,16:04:43,15:57:04,90208,6,0,0
WIL_2372_V5,16:02:32,15:54:27,90209,8,0,0
WIL_2372_V5,16:03:58,15:59:13,90210,9,0,0
WIL_2372_V5,16:03:47,16:04:20,90211,10,0,0
WIL_2372_V5,16:11:06,16:09:27,90212,11,0,0
WIL_2372_V5,16:14:59,16:02:19,90213,12,0,0
WIL_2372_V5,16:08:59,16:07:05,90214,13,0,0
WIL_2372_V5,16:07:38,16:10:35,90215,14,0,0
WIL_2372_V5,16:10:53,16:09:12,90216,15,0,0
WIL_2372_V5,16:06:47,16:13:57,90217,17,0,0
WIL_2372_V5,16:20:32,16:24:00,90406,21,0,0
WIL_240_V55,14:07:52,14:07:45,90205,1,0,0
WIL_240_V55,14:08:42,14:08:28,90206,3,0,0
WIL_240_V55,14:12:54,14:19:14,90207,5,0,0
WIL_240_V55,14:15:53,14:13:18,90208,6,0,0
WIL_240_V55,14:12:07,14:10:52,90209,8,0,0
WIL_240_V55,14:18:44,14:15:07,90210,9,0,0
WIL_240_V55,14:24:59,14:13:04,90211,10,0,0
WIL_240_V55,14:21:59,14:26:06,90212,11,0,0
WIL_240_V55,14:28:07,14:29:22,90213,12,0,0
WIL_240_V55,14:31:10,14:26:55,90214,13,0,0
WIL_240_V55,14:33:21,14:29:36,90215,14,0,0
WIL_240_V55,14:20:16,14:29:06,90216,15,0,0
WIL_240_V55,14:36:13,14:22:49,90217,17,0,0
WIL_240_V55,14:32:27,14:38:22,90406,21,0,0
WIL_252_V55,16:49:29,16:44:38,90203,1,0,0
WIL_252_V55,17:02:03,16:55:02,90204,5,0,0
WIL_252_V55,16:58:48,17:08:59,90205,7,0,0
WIL_252_V55,17:10:54,17:06:05,90206,9,0,0
WIL_252_V55,17:13:41,17:03:06,90207,11,0,0
WIL_252_V55,17:17:10,17:08:53,90208,12,0,0
WIL_252_V55,17:20:52,17:13:55,90209,14,0,0
WIL_252_V55,17:13:01,17:22:21,90210,15,0,0
WIL_252_V55,17:23:55,17:24:55,90211,16,0,0
WIL_252_V55,17:13:12,17:23:54,90212,17,0,0
WIL_252_V55,17:24:33,17:18:12,90213,18,0,0
WIL_252_V55,17:21:27,17:20:14,90214,19,0,0
WIL_252_V55,17:20:51,17:20:30,90215,20,0,0
WIL_252_V55,17:33:58,17:22:01,90216,21,0,0
WIL_252_V55,17:26:38,17:35:00,90217,23,0,0
WIL_252_V55,17:46:17,17:35:45,90406,27,0,0
WIL_264_V5,17:56:09,18:00:14,90203,1,0,0
WIL_264_V5,18:04:11,18:12:44,90204,5,0,0
WIL_264_V5,18:04:09,18:03:59,90205,7,0,0
WIL_264_V5,18:07:47,18:11:20,90206,9,0,0
WIL_264_V5,18:08:05,18:12:57,90207,11,0,0
WIL_264_V5,18:17:56,18:16:07,90208,12,0,0
WIL_264_V5,18:17:22,18:23:28,90209,14,0,0
WIL_264_V5,18:22:23,18:20:02,90210,15,0,0
WIL_264_V5,18:29:35,18:29:26,90211,16,0,0
WIL_264_V5,18:17:56,18:24:28,90212,17,0,0
WIL_264_V5,18:26:44,18:26:01,90213,18,0,0
WIL_264_V5,18:32:39,18:31:29,90214,19,0,0
WIL_264_V5,18:26:30,18:25:06,90215,20,0,0
WIL_264_V5,18:33:59,18:24:06,90216,21,0,0
WIL_264_V5,18:38:52,18:32:17,90217,23,0,0
WIL_264_V5,18:35:58,18:45:46,90406,27,0,0
WIL_2718_V55,06:24:23,06:29:50,90201,4,0,0
WIL_2718_V55,06:43:23,06:41:41,90202,7,0,0
WIL_2718_V55,06:41:18,06:53:54,90203,11,0,0
WIL_2718_V55,06:52:52,06:57:33,90204,15,0,0
WIL_2718_V55,07:04:06,06:56:46,90205,17,0,0
WIL_2718_V55,07:08:11,07:06:33,90206,19,0,0
WIL_2718_V55,07:11:03,07:09:07,90207,21,0,0
WIL_2718_V55,07:14:20,07:15:27,90208,22,0,0
WIL_2718_V55,07:07:59,07:04:36,90209,24,0,0
WIL_2718_V55,07:11:10,07:15:14,90210,25,0,0
WIL_2718_V55,07:14:02,07:10:48,90211,26,0,0
WIL_2718_V55,07:12:06,07:12:53,90212,27,0,0
WIL_2718_V55,07:23:40,07:20:06,90213,28,0,0
WIL_2718_V55,07:25:42,07:22:25,90214,29,0,0
WIL_2718_V55,07:15:27,07:21:43,90215,30,0,0
WIL_2718_V55,07:20:49,07:22:12,90216,31,0,0
WIL_2718_V55,07:31:21,07:28:03,90217,33,0,0
WIL_2718_V55,07:35:51,07:41:17,90406,37,0,0
WIL_272_V5,21:01:40,21:02:29,90203,1,0,0
WIL_272_V5,21:12:03,21:07:59,90204,5,0,0
WIL_272_V5,21:18:57,21:19:15,90205,7,0,0
WIL_272_V5,21:12:36,21:13:19,90206,9,0,0
WIL_272_V5,21:11:13,21:18:40,90207,11,0,0
WIL_272_V5,21:28:55,21:18:41,90209,14,0,0
WIL_272_V5,21:17:53,21:30:01,90210,15,0,0
WIL_272_V5,21:31:21,21:24:09,90211,16,0,0
WIL_272_V5,21:22:56,21:24:57,90212,17,0,0
WIL_272_V5,21:28:43,21:34:46,90213,18,0,0
WIL_272_V5,21:24:38,21:33:51,90214,19,0,0
WIL_272_V5,21:25:35,21:26:29,90215,20,0,0
WIL_272_V5,21:38:28,21:38:39,90216,21,0,0
WIL_272_V5,21:35:08,21:41:38,90217,23,0,0
WIL_272_V5,21:36:00,21:43:04,90406,27,0,0
WIL_274_V5,22:04:57,22:02:00,90205,1,0,0
WIL_274_V5,22:11:51,22:14:53,90206,3,0,0
WIL_274_V5,22:06:31,22:08:51,90207,5,0,0
WIL_274_V5,22:16:31,22:15:37,90208,6,0,0
WIL_274_V5,22:20:32,22:21:53,90209,8,0,0
WIL_274_V5,22:15:30,22:12:15,90210,9,0,0
WIL_274_V5,22:14:08,22:26:21,90211,10,0,0
WIL_274_V5,22:13:43,22:24:42,90212,11,0,0
WIL_274_V5,22:15:36,22:29:44,90213,12,0,0
WIL_274_V5,22:21:04,22:19:06,90214,13,0,0
WIL_274_V5,22:24:08,22:21:00,90215,14,0,0
WIL_274_V5,22:24:07,22:31:59,90216,15,0,0
WIL_274_V5,22:28:48,22:31:21,90217,17,0,0
WIL_274_V5,22:36:29,22:34:23,90406,21,0,0
WIL_276_V5,23:00:49,22:54:05,90203,1,0,0
WIL_276_V5,23:00:29,23:00:56,90204,5,0,0
WIL_276_V5,23:14:17,23:04:57,90205,7,0,0
WIL_276_V5,23:17:41,23:12:35,90206,9,0,0
WIL_276_V5,23:06:07,23:08:52,90207,11,0,0
WIL_276_V5,23:10:46,23:12:59,90208,12,0,0
WIL_276_V5,23:18:58,23:19:35,90209,14,0,0
WIL_276_V5,23:20:26,23:22:13,90210,15,0,0
WIL_276_V5,23:19:27,23:25:30,90211,16,0,0
WIL_276_V5,23:15:36,23:17:34,90212,17,0,0
WIL_276_V5,23:25:48,23:29:17,90213,18,0,0
WIL_276_V5,23:28:36,23:20:34,90214,19,0,0
WIL_276_V5,23:34:49,23:20:22,90215,20,0,0
WIL_276_V5,23:31:55,23:34:28,90216,21,0,0
WIL_276_V5,23:29:14,23:25:04,90217,23,0,0
WIL_276_V5,23:31:36,23:37:09,90406,27,0,0
WIL_2760_V5,16:49:18,16:50:48,90201,1,0,0
WIL_2760_V5,17:02:00,16:52:39,90202,4,0,0
WIL_2760_V5,17:05:29,17:14:05,90203,8,0,0
WIL_2760_V5,17:28:14,17:18:57,90204,12,0,0
WIL_2760_V5,17:19:29,17:32:55,90205,14,0,0
WIL_2760_V5,17:29:18,17:28:00,90206,16,0,0
WIL_2760_V5,17:26:07,17:28:47,90207,18,0,0
WIL_2760_V5,17:34:32,17:33:44,90208,19,0,0
WIL_2760_V5,17:36:12,17:38:50,90209,21,0,0
WIL_2760_V5,17:40:51,17:34:23,90210,22,0,0
WIL_2760_V5,17:41:59,17:32:40,90211,23,0,0
WIL_2760_V5,17:39:30,17:36:28,90212,24,0,0
WIL_2760_V5,17:47:56,17:43:25,90213,25,0,0
WIL_2760_V5,17:36:32,17:41:32,90214,26,0,0
WIL_2760_V5,17:50:29,17:40:39,90215,27,0,0
WIL_2760_V5,17:51:52,17:45:52,90216,28,0,0
WIL_2760_V5,17:55:12,17:49:01,90217,30,0,0
WIL_2760_V5,18:04:21,18:04:52,90406,34,0,0
WTR_309_V5,05:21:31,05:20:12,90327,1,0,0
WTR_309_V5,05:23:04,05:18:57,90326,3,0,0
WTR_309_V5,05:22:38,05:21:06,90325,5,0,0
WTR_309_V5,05:30:16,05:39:48,90324,6,0,0
WTR_309_V5,05:40:29,05:30:44,90323,7,0,0
WTR_309_V5,05:41:38,05:38:35,90322,8,0,0
WTR_309_V5,05:48:43,05:45:52,90321,10,0,0
WTR_309_V5,05:45:43,05:43:59,90320,11,0,0
WTR_309_V5,05:48:34,05:49:20,90319,13,0,0
WTR_309_V5,05:49:39,05:43:03,90318,15,0,0
WTR_309_V5,05:54:11,05:53:00,90317,16,0,0
WTR_309_V5,05:55:45,05:51:34,90316,17,0,0
WTR_309_V5,05:52:28,05:52:13,90315,18,0,0
WTR_309_V5,06:06:56,05:54:35,90410,21,0,0
WTR_309_V5,06:04:01,06:06:22,90407,27,0,0
WTR_309_V5,06:17:35,06:07:42,90007,36,0,0
WTR_313_V5,05:55:29,05:53:45,90327,1,0,0
WTR_313_V5,06:03:03,06:02:55,90326,3,0,0
WTR_313_V5,06:04:35,06:05:33,90325,5,0,0
WTR_313_V5,06:01:05,06:11:10,90324,6,0,0
WTR_313_V5,06:08:19,06:11:26,90323,7,0,0
WTR_313_V5,06:17:01,06:07:28,90322,8,0,0
WTR_313_V5,06:14:38,06:11:03,90321,10,0,0
WTR_313_V5,06:20:42,06:20:05,90320,11,0,0
WTR_313_V5,06:22:07,06:15:52,90319,13,0,0
WTR_313_V5,06:24:23,06:27:51,90318,15,0,0
WTR_313_V5,06:32:57,06:27:44,90317,16,0,0
WTR_313_V5,06:32:11,06:22:32,90316,17,0,0
WTR_313_V5,06:33:11,06:27:48,90315,18,0,0
WTR_313_V5,06:34:12,06:34:08,90410,21,0,0
WTR_313_V5,06:43:23,06:44:21,90407,27,0,0
WTR_313_V5,06:39:20,06:48:41,90009,30,0,0
WTR_313_V5,06:45:21,06:49:13,90007,36,1,3
WTR_319_V5,06:51:29,06:54:34,90327,1,0,0
WTR_319_V5,06:57:27,06:45:24,90326,3,0,0
WTR_319_V5,06:56:48,07:03:57,90325,5,0,0
WTR_319_V5,06:56:40,07:03:08,90324,6,0,0
WTR_319_V5,07:04:30,07:04:17,90323,7,0,0
WTR_319_V5,07:09:20,07:05:12,90322,8,0,0
WTR_319_V5,07:08:31,07:18:45,90321,10,0,0
WTR_319_V5,07:10:01,07:11:47,90320,11,0,0
WTR_319_V5,07:16:58,07:11:03,90319,13,0,0
WTR_319_V5,07:22:15,07:13:27,90318,15,0,0
WTR_319_V5,07:27:36,07:26:50,90317,16,0,0
WTR_319_V5,07:28:02,07:29:06,90316,17,0,0
WTR_319_V5,07:19:27,07:18:12,90315,18,0,0
WTR_319_V5,07:35:45,07:23:59,90410,21,0,0
WTR_319_V5,07:27:20,07:24:47,90409,23,0,0
WTR_319_V5,07:41:31,07:27:11,90408,24,0,0
WTR_319_V5,07:43:48,07:40:27,90407,27,0,0
WTR_319_V5,07:36:11,07:41:33,90009,30,0,0
WTR_319_V5,07:54:48,07:47:30,90007,36,0,0
WTR_3223_V55,08:26:36,08:22:23,90327,1,0,0
WTR_3223_V55,08:28:02,08:23:55,90326,3,0,0
WTR_3223_V55,08:32:42,08:39:46,90325,5,0,0
WTR_3223_V55,08:34:05,08:42:22,90324,6,0,0
WTR_3223_V55,08:47:45,08:40:14,90323,7,0,0
WTR_3223_V55,08:37:01,08:42:52,90322,8,0,0
WTR_3223_V55,08:54:52,08:42:45,90321,10,0,0
WTR_3223_V55,08:53:08,08:51:56,90320,11,0,0
WTR_3223_V55,08:57:09,08:50:49,90319,13,0,0
WTR_3223_V55,08:53:29,08:52:32,90318,15,0,0
WTR_3223_V55,08:49:02,08:55:26,90317,16,0,0
WTR_3223_V55,08:54:53,08:55:33,90316,17,0,0
